longitude,latitude,depth,temperature,salinity
-3.6253,36.1942,166.7,13.2982,38.2944
-3.6253,36.1942,167.7,13.2974,38.2954
-3.6253,36.1942,168.7,13.2961,38.2971
-3.6253,36.1942,169.7,13.2961,38.2966
-3.6253,36.1942,170.7,13.2931,38.2973
-3.6253,36.1942,171.7,13.2922,38.2969
-3.6253,36.1942,172.7,13.2921,38.2969
-3.6253,36.1942,173.6,13.2871,38.2998
-3.6253,36.1942,174.6,13.2827,38.3022
-3.6253,36.1942,175.6,13.2733,38.3085
-3.6253,36.1942,176.6,13.2711,38.3112
-3.6253,36.1942,177.6,13.2687,38.3133
-3.6253,36.1942,178.6,13.2616,38.3207
-3.6253,36.1942,179.6,13.2607,38.3221
-3.6253,36.1942,180.6,13.258,38.3257
-3.6253,36.1942,181.6,13.2578,38.3273
-3.6253,36.1942,182.6,13.2571,38.3298
-3.6253,36.1942,183.6,13.2554,38.3316
-3.6253,36.1942,184.6,13.2566,38.3302
-3.6253,36.1942,185.5,13.2531,38.3338
-3.6253,36.1942,186.5,13.2486,38.3394
-3.6253,36.1942,187.5,13.2483,38.3404
-3.6253,36.1942,188.5,13.2505,38.3404
-3.6253,36.1942,189.5,13.2483,38.3452
-3.6253,36.1942,190.5,13.248,38.3463
-3.6253,36.1942,191.5,13.2461,38.3497
-3.6253,36.1942,192.5,13.2455,38.352
-3.6253,36.1942,193.5,13.2454,38.3523
-3.6253,36.1942,194.5,13.2451,38.3534
-3.6253,36.1942,195.5,13.2427,38.3578
-3.6253,36.1942,196.5,13.2404,38.3602
-3.6253,36.1942,197.4,13.2431,38.357
-3.6253,36.1942,198.4,13.2402,38.3609
-3.6253,36.1942,199.4,13.2405,38.3605
-3.6253,36.1942,200.4,13.2413,38.3596
-3.6253,36.1942,201.4,13.2403,38.3615
-3.6253,36.1942,202.4,13.2408,38.3606
-3.6253,36.1942,203.4,13.2408,38.3618
-3.6253,36.1942,204.4,13.2364,38.3703
-3.6253,36.1942,205.4,13.2359,38.3717
-3.6253,36.1942,206.4,13.2345,38.3752
-3.6253,36.1942,207.4,13.231,38.3811
-3.6253,36.1942,208.4,13.2336,38.3764
-3.6253,36.1942,209.3,13.23,38.3828
-3.6253,36.1942,210.3,13.2295,38.3827
-3.6253,36.1942,211.3,13.2294,38.3832
-3.6253,36.1942,212.3,13.2294,38.384
-3.6253,36.1942,213.3,13.2286,38.387
-3.6253,36.1942,214.3,13.2272,38.391
-3.6253,36.1942,215.3,13.2268,38.3935
-3.6253,36.1942,216.3,13.2271,38.3936
-3.6253,36.1942,217.3,13.2266,38.3962
-3.6253,36.1942,218.3,13.2266,38.3979
-3.6253,36.1942,219.3,13.2275,38.3963
-3.6253,36.1942,220.3,13.227,38.4005
-3.6253,36.1942,221.2,13.2267,38.4036
-3.6253,36.1942,222.2,13.2277,38.4011
-3.6253,36.1942,223.2,13.2272,38.4059
-3.6253,36.1942,224.2,13.2271,38.4067
-3.6253,36.1942,225.2,13.2272,38.4071
-3.6253,36.1942,226.2,13.2276,38.4071
-3.6253,36.1942,227.2,13.228,38.4067
-3.6253,36.1942,228.2,13.2285,38.4072
-3.6253,36.1942,229.2,13.2286,38.4079
-3.6253,36.1942,230.2,13.2288,38.4077
-3.6253,36.1942,231.2,13.2293,38.4081
-3.6253,36.1942,232.2,13.2295,38.4091
-3.6253,36.1942,233.1,13.2303,38.4098
-3.6253,36.1942,234.1,13.2318,38.4112
-3.6253,36.1942,235.1,13.2337,38.4141
-3.6253,36.1942,236.1,13.2334,38.415
-3.6253,36.1942,237.1,13.2347,38.422
-3.6253,36.1942,238.1,13.2352,38.4232
-3.6253,36.1942,239.1,13.2347,38.4235
-3.6253,36.1942,240.1,13.2348,38.4213
-3.6253,36.1942,241.1,13.2344,38.4226
-3.6253,36.1942,242.1,13.2345,38.4249
-3.6253,36.1942,243.1,13.2344,38.4286
-3.6253,36.1942,244.1,13.2347,38.4272
-3.6253,36.1942,245,13.235,38.4309
-3.6253,36.1942,246,13.2379,38.437
-3.6253,36.1942,247,13.2368,38.4352
-3.6253,36.1942,248,13.2374,38.4399
-3.6253,36.1942,249,13.2367,38.4404
-3.6253,36.1942,250,13.237,38.4406
-3.6253,36.1942,251,13.2374,38.4422
-3.6253,36.1942,252,13.2383,38.4465
-3.6253,36.1942,253,13.2392,38.4481
-3.6253,36.1942,254,13.2401,38.4497
-3.6253,36.1942,255,13.2405,38.4514
-3.6253,36.1942,256,13.2404,38.4515
-3.6253,36.1942,256.9,13.24,38.4522
-3.6253,36.1942,257.9,13.2397,38.4537
-3.6253,36.1942,258.9,13.2394,38.4545
-3.6253,36.1942,259.9,13.2397,38.4543
-3.6253,36.1942,260.9,13.2394,38.4555
-3.6253,36.1942,261.9,13.2397,38.4556
-3.6253,36.1942,262.9,13.2397,38.4557
-3.6253,36.1942,263.9,13.2399,38.4565
-3.6253,36.1942,264.9,13.2402,38.4576
-3.6253,36.1942,265.9,13.2394,38.461
-3.6253,36.1942,266.9,13.2393,38.462
-3.6253,36.1942,267.8,13.2392,38.4623
-3.6253,36.1942,268.8,13.2394,38.4627
-3.6253,36.1942,269.8,13.2394,38.4627
-3.6253,36.1942,270.8,13.2393,38.4631
-3.6253,36.1942,271.8,13.2393,38.4634
-3.6253,36.1942,272.8,13.2391,38.4639
-3.6253,36.1942,273.8,13.2374,38.465
-3.6253,36.1942,274.8,13.2356,38.4658
-3.6253,36.1942,275.8,13.2341,38.4665
-3.6253,36.1942,276.8,13.234,38.4669
-3.6253,36.1942,277.8,13.2346,38.4672
-3.6253,36.1942,278.8,13.2359,38.4678
-3.6253,36.1942,279.7,13.2393,38.4699
-3.6253,36.1942,280.7,13.2405,38.4701
-3.6253,36.1942,281.7,13.2403,38.4702
-3.6253,36.1942,282.7,13.2412,38.4706
-3.6253,36.1942,283.7,13.2414,38.4703
-3.6253,36.1942,284.7,13.2413,38.4703
-3.6253,36.1942,285.7,13.2416,38.4703
-3.6253,36.1942,286.7,13.2415,38.4706
-3.6253,36.1942,287.7,13.2421,38.4705
-3.6253,36.1942,288.7,13.2422,38.4707
-3.6253,36.1942,289.7,13.2416,38.4717
-3.6253,36.1942,290.6,13.2424,38.4715
-3.6253,36.1942,291.6,13.2424,38.4732
-3.6253,36.1942,292.6,13.2424,38.4736
-3.6253,36.1942,293.6,13.2424,38.4733
-3.6253,36.1942,294.6,13.2424,38.4737
-3.6253,36.1942,295.6,13.2422,38.4736
-3.6253,36.1942,296.6,13.2416,38.4738
-3.6253,36.1942,297.6,13.2408,38.4736
-3.6253,36.1942,298.6,13.2404,38.4734
-3.6253,36.1942,299.6,13.2409,38.4739
-3.6253,36.1942,300.6,13.2417,38.475
-3.6253,36.1942,301.6,13.243,38.4754
-3.6253,36.1942,302.5,13.2431,38.4762
-3.6253,36.1942,303.5,13.2431,38.4765
-3.6253,36.1942,304.5,13.2432,38.4766
-3.6253,36.1942,305.5,13.2426,38.4771
-3.6253,36.1942,306.5,13.2429,38.4774
-3.6253,36.1942,307.5,13.2432,38.4774
-3.6253,36.1942,308.5,13.2432,38.4766
-3.6253,36.1942,309.5,13.2434,38.4781
-3.6253,36.1942,310.5,13.2433,38.478
-3.6253,36.1942,311.5,13.2434,38.4789
-3.6253,36.1942,312.5,13.2432,38.4791
-3.6253,36.1942,313.4,13.2425,38.4803
-3.6253,36.1942,314.4,13.2427,38.48
-3.6253,36.1942,315.4,13.2423,38.4807
-3.6253,36.1942,316.4,13.2424,38.4809
-3.6253,36.1942,317.4,13.2426,38.4814
-3.6253,36.1942,318.4,13.2428,38.4822
-3.6253,36.1942,319.4,13.2427,38.4821
-3.6253,36.1942,320.4,13.2428,38.4819
-3.6253,36.1942,321.4,13.2424,38.4824
-3.6253,36.1942,322.4,13.2415,38.4824
-3.6253,36.1942,323.4,13.2417,38.4828
-3.6253,36.1942,324.3,13.2404,38.4835
-3.6253,36.1942,325.3,13.2402,38.4841
-3.6253,36.1942,326.3,13.24,38.4834
-3.6253,36.1942,327.3,13.2387,38.4843
-3.6253,36.1942,328.3,13.239,38.4846
-3.6253,36.1942,329.3,13.2385,38.4858
-3.6253,36.1942,330.3,13.2396,38.4863
-3.6253,36.1942,331.3,13.2399,38.4858
-3.6253,36.1942,332.3,13.2404,38.4867
-3.6253,36.1942,333.3,13.2396,38.4872
-3.6253,36.1942,334.3,13.2401,38.4869
-3.6253,36.1942,335.3,13.2398,38.4873
-3.6253,36.1942,336.2,13.2396,38.4876
-3.6253,36.1942,337.2,13.2395,38.4876
-3.6253,36.1942,338.2,13.239,38.4874
-3.6253,36.1942,339.2,13.2364,38.488
-3.6253,36.1942,340.2,13.2369,38.4887
-3.6253,36.1942,341.2,13.2363,38.4891
-3.6253,36.1942,342.2,13.2381,38.4902
-3.6253,36.1942,343.2,13.2391,38.4909
-3.6253,36.1942,344.2,13.2392,38.4905
-3.6253,36.1942,345.2,13.2407,38.4941
-3.6253,36.1942,346.2,13.2412,38.4956
-3.6253,36.1942,347.1,13.2411,38.4954
-3.6253,36.1942,348.1,13.2408,38.4964
-3.6253,36.1942,349.1,13.2401,38.4972
-3.6253,36.1942,350.1,13.2396,38.4973
-3.6253,36.1942,351.1,13.2394,38.4976
-3.6253,36.1942,352.1,13.2395,38.4975
-3.6253,36.1942,353.1,13.2398,38.4974
-3.6253,36.1942,354.1,13.2403,38.4977
-3.6253,36.1942,355.1,13.2403,38.4978
-3.6253,36.1942,356.1,13.2406,38.498
-3.6253,36.1942,357.1,13.2408,38.4981
-3.6253,36.1942,358,13.2407,38.4982
-3.6253,36.1942,359,13.2409,38.4983
-3.6253,36.1942,360,13.241,38.4981
-3.6253,36.1942,361,13.2412,38.4986
-3.6253,36.1942,362,13.2414,38.4983
-3.6253,36.1942,363,13.242,38.4977
-3.6253,36.1942,364,13.2418,38.498
-3.6253,36.1942,365,13.2418,38.4985
-3.6253,36.1942,366,13.2415,38.4985
-3.6253,36.1942,367,13.2408,38.499
-3.6253,36.1942,368,13.2381,38.4991
-3.6253,36.1942,368.9,13.2361,38.4998
-3.6253,36.1942,369.9,13.2344,38.4995
-3.6253,36.1942,370.9,13.2338,38.5001
-3.6253,36.1942,371.9,13.2337,38.4991
-3.6253,36.1942,372.9,13.2276,38.5
-3.6253,36.1942,373.9,13.2305,38.5003
-3.6253,36.1942,374.9,13.2288,38.4998
-3.6253,36.1942,375.9,13.2264,38.5002
-3.6253,36.1942,376.9,13.228,38.5003
-3.6253,36.1942,377.9,13.2278,38.5003
-3.6253,36.1942,378.9,13.2276,38.5003
-3.6253,36.1942,379.8,13.2263,38.4998
-3.6253,36.1942,380.8,13.2246,38.5003
-3.6253,36.1942,381.8,13.226,38.5004
-3.6253,36.1942,382.8,13.225,38.5003
-3.6253,36.1942,383.8,13.2249,38.5006
-3.6253,36.1942,384.8,13.2261,38.5001
-3.6253,36.1942,385.8,13.2236,38.5007
-3.6253,36.1942,386.8,13.2245,38.5008
-3.6253,36.1942,387.8,13.223,38.5005
-3.6253,36.1942,388.8,13.2225,38.5005
-3.6253,36.1942,389.8,13.2222,38.5005
-3.6253,36.1942,390.7,13.2219,38.501
-3.6253,36.1942,391.7,13.2217,38.5008
-3.6253,36.1942,392.7,13.2219,38.5007
-3.6253,36.1942,393.7,13.2207,38.5009
-3.6253,36.1942,394.7,13.2195,38.5008
-3.6253,36.1942,395.7,13.2192,38.5008
-3.6253,36.1942,396.7,13.2182,38.5011
-3.6253,36.1942,397.7,13.2171,38.5013
-3.6253,36.1942,398.7,13.2174,38.5016
-3.6253,36.1942,399.7,13.2184,38.5015
-3.6253,36.1942,400.6,13.2182,38.5016
-3.6253,36.1942,401.6,13.2182,38.5005
-3.6295,36.102,5,21.5939,36.3623
-3.6295,36.102,6,21.5852,36.3644
-3.6295,36.102,6.9,21.5814,36.364
-3.6295,36.102,7.9,21.5726,36.3643
-3.6295,36.102,8.9,21.5658,36.3659
-3.6295,36.102,9.9,21.568,36.3653
-3.6295,36.102,10.9,21.5696,36.3651
-3.6295,36.102,11.9,21.5602,36.365
-3.6295,36.102,12.9,21.5598,36.3658
-3.6295,36.102,13.9,21.5545,36.3674
-3.6295,36.102,14.9,21.5268,36.3752
-3.6295,36.102,15.9,21.4882,36.3856
-3.6295,36.102,16.9,21.4013,36.393
-3.6295,36.102,17.9,21.1674,36.3837
-3.6295,36.102,18.9,20.3317,36.3354
-3.6295,36.102,19.9,20.2952,36.3627
-3.6295,36.102,20.8,20.1206,36.3168
-3.6295,36.102,21.8,19.9857,36.3338
-3.6295,36.102,22.8,19.9702,36.1398
-3.6295,36.102,23.8,19.5206,36.316
-3.6295,36.102,24.8,19.4052,36.2586
-3.6295,36.102,25.8,19.0918,36.2389
-3.6295,36.102,26.8,18.9876,36.268
-3.6295,36.102,27.8,18.7689,36.2756
-3.6295,36.102,28.8,18.8126,36.276
-3.6295,36.102,29.8,18.7672,36.2956
-3.6295,36.102,30.8,18.7929,36.3062
-3.6295,36.102,31.8,18.7876,36.3242
-3.6295,36.102,32.8,18.6797,36.3356
-3.6295,36.102,33.7,18.449,36.3118
-3.6295,36.102,34.7,18.0634,36.2775
-3.6295,36.102,35.7,17.8339,36.2919
-3.6295,36.102,36.7,17.708,36.3095
-3.6295,36.102,37.7,17.6102,36.3237
-3.6295,36.102,38.7,17.5087,36.3187
-3.6295,36.102,39.7,17.3854,36.309
-3.6295,36.102,40.7,17.1571,36.3091
-3.6295,36.102,41.7,16.9391,36.3074
-3.6295,36.102,42.7,16.9101,36.3268
-3.6295,36.102,43.7,16.7517,36.3564
-3.6295,36.102,44.7,16.7445,36.378
-3.6295,36.102,45.7,16.6761,36.3975
-3.6295,36.102,46.7,16.6693,36.3822
-3.6295,36.102,47.6,16.5074,36.3773
-3.6295,36.102,48.6,16.5218,36.3914
-3.6295,36.102,49.6,16.4865,36.4062
-3.6295,36.102,50.6,16.3357,36.4052
-3.6295,36.102,51.6,16.2702,36.4092
-3.6295,36.102,52.6,16.3484,36.4195
-3.6295,36.102,53.6,16.3783,36.423
-3.6295,36.102,54.6,16.1905,36.4313
-3.6295,36.102,55.6,16.1331,36.4541
-3.6295,36.102,56.6,16.1507,36.425
-3.6295,36.102,57.6,15.9524,36.4742
-3.6295,36.102,58.6,15.8936,36.4712
-3.6295,36.102,59.6,15.9363,36.4769
-3.6295,36.102,60.5,15.8899,36.4875
-3.6295,36.102,61.5,15.8377,36.5024
-3.6295,36.102,62.5,15.6866,36.5371
-3.6295,36.102,63.5,15.5823,36.5703
-3.6295,36.102,64.5,15.539,36.5818
-3.6295,36.102,65.5,15.4877,36.5939
-3.6295,36.102,66.5,15.4919,36.5954
-3.6295,36.102,67.5,15.4637,36.6029
-3.6295,36.102,68.5,15.4417,36.6108
-3.6295,36.102,69.5,15.3803,36.629
-3.6295,36.102,70.5,15.3675,36.6324
-3.6295,36.102,71.5,15.331,36.6447
-3.6295,36.102,72.5,15.2765,36.6666
-3.6295,36.102,73.4,15.1829,36.7094
-3.6295,36.102,74.4,15.0924,36.7212
-3.6295,36.102,75.4,15.0817,36.7292
-3.6295,36.102,76.4,15.0174,36.7573
-3.6295,36.102,77.4,14.9806,36.7741
-3.6295,36.102,78.4,14.9702,36.7799
-3.6295,36.102,79.4,14.9377,36.799
-3.6295,36.102,80.4,14.9272,36.8034
-3.6295,36.102,81.4,14.8992,36.8126
-3.6295,36.102,82.4,14.8633,36.8257
-3.6295,36.102,83.4,14.8531,36.8434
-3.6295,36.102,84.4,14.7962,36.8763
-3.6295,36.102,85.4,14.7542,36.9104
-3.6295,36.102,86.3,14.7325,36.9284
-3.6295,36.102,87.3,14.6864,36.9604
-3.6295,36.102,88.3,14.6046,37.015
-3.6295,36.102,89.3,14.6078,37.0124
-3.6295,36.102,90.3,14.5934,37.0253
-3.6295,36.102,91.3,14.5669,37.0418
-3.6295,36.102,92.3,14.5378,37.0585
-3.6295,36.102,93.3,14.4994,37.0789
-3.6295,36.102,94.3,14.463,37.1197
-3.6295,36.102,95.3,14.4905,37.1169
-3.6295,36.102,96.3,14.4963,37.1352
-3.6295,36.102,97.3,14.4988,37.1703
-3.6295,36.102,98.3,14.4971,37.1606
-3.6295,36.102,99.2,14.488,37.1831
-3.6295,36.102,100.2,14.4391,37.2276
-3.6295,36.102,101.2,14.4437,37.2164
-3.6295,36.102,102.2,14.4261,37.2322
-3.6295,36.102,103.2,14.42,37.236
-3.6295,36.102,104.2,14.4169,37.2371
-3.6295,36.102,105.2,14.3811,37.2663
-3.6295,36.102,106.2,14.3516,37.2964
-3.6295,36.102,107.2,14.3009,37.3426
-3.6295,36.102,108.2,14.2921,37.3494
-3.6295,36.102,109.2,14.2554,37.3811
-3.6295,36.102,110.2,14.2613,37.3724
-3.6295,36.102,111.2,14.1996,37.4333
-3.6295,36.102,112.1,14.186,37.4527
-3.6295,36.102,113.1,14.1623,37.4826
-3.6295,36.102,114.1,14.1534,37.4962
-3.6295,36.102,115.1,14.1509,37.4981
-3.6295,36.102,116.1,14.1359,37.5144
-3.6295,36.102,117.1,14.1328,37.5211
-3.6295,36.102,118.1,14.1082,37.5515
-3.6295,36.102,119.1,14.0992,37.5617
-3.6295,36.102,120.1,14.0759,37.5816
-3.6295,36.102,121.1,14.0679,37.5825
-3.6295,36.102,122.1,14.0599,37.5868
-3.6295,36.102,123.1,14.045,37.5975
-3.6295,36.102,124,14.0194,37.6287
-3.6295,36.102,125,13.9608,37.6879
-3.6295,36.102,126,13.9276,37.7211
-3.6295,36.102,127,13.9139,37.7328
-3.6295,36.102,128,13.8844,37.7628
-3.6295,36.102,129,13.8589,37.7908
-3.6295,36.102,130,13.8363,37.8188
-3.6295,36.102,131,13.8132,37.8444
-3.6295,36.102,132,13.8413,37.8148
-3.6295,36.102,133,13.821,37.8374
-3.6295,36.102,134,13.8014,37.8592
-3.6295,36.102,135,13.8036,37.8575
-3.6295,36.102,136,13.8028,37.8602
-3.6295,36.102,136.9,13.7846,37.8808
-3.6295,36.102,137.9,13.7864,37.8813
-3.6295,36.102,138.9,13.7591,37.9128
-3.6295,36.102,139.9,13.7414,37.9316
-3.6295,36.102,140.9,13.7181,37.956
-3.6295,36.102,141.9,13.6614,38.0123
-3.6295,36.102,142.9,13.6196,38.048
-3.6295,36.102,143.9,13.5968,38.0688
-3.6295,36.102,144.9,13.5756,38.0853
-3.6295,36.102,145.9,13.5729,38.089
-3.6295,36.102,146.9,13.5415,38.115
-3.6295,36.102,147.9,13.5254,38.1279
-3.6295,36.102,148.8,13.518,38.1343
-3.6295,36.102,149.8,13.4837,38.1626
-3.6295,36.102,150.8,13.4751,38.1692
-3.6295,36.102,151.8,13.4679,38.1749
-3.6295,36.102,152.8,13.4668,38.176
-3.6295,36.102,153.8,13.4564,38.1842
-3.6295,36.102,154.8,13.4493,38.1902
-3.6295,36.102,155.8,13.4355,38.2008
-3.6295,36.102,156.8,13.4018,38.2275
-3.6295,36.102,157.8,13.3947,38.2328
-3.6295,36.102,158.8,13.3695,38.2522
-3.6295,36.102,159.8,13.3727,38.2484
-3.6295,36.102,160.8,13.3539,38.2627
-3.6295,36.102,161.7,13.358,38.2586
-3.6295,36.102,162.7,13.3484,38.2643
-3.6295,36.102,163.7,13.3269,38.2714
-3.6295,36.102,164.7,13.2981,38.2797
-3.6295,36.102,165.7,13.2794,38.2893
-3.6295,36.102,166.7,13.283,38.2917
-3.6295,36.102,167.7,13.2841,38.2957
-3.6295,36.102,168.7,13.2768,38.3104
-3.6295,36.102,169.7,13.2786,38.3064
-3.6295,36.102,170.7,13.2751,38.3136
-3.6295,36.102,171.7,13.2735,38.3168
-3.6295,36.102,172.7,13.274,38.3172
-3.6295,36.102,173.6,13.2726,38.3197
-3.6295,36.102,174.6,13.2719,38.3206
-3.6295,36.102,175.6,13.2733,38.3194
-3.6295,36.102,176.6,13.2701,38.3231
-3.6295,36.102,177.6,13.2709,38.3224
-3.6295,36.102,178.6,13.2689,38.3248
-3.6295,36.102,179.6,13.2687,38.3252
-3.6295,36.102,180.6,13.2671,38.3281
-3.6295,36.102,181.6,13.2672,38.3283
-3.6295,36.102,182.6,13.2662,38.3301
-3.6295,36.102,183.6,13.2659,38.3302
-3.6295,36.102,184.6,13.2643,38.332
-3.6295,36.102,185.5,13.2619,38.3321
-3.6295,36.102,186.5,13.2596,38.3334
-3.6295,36.102,187.5,13.2588,38.3337
-3.6295,36.102,188.5,13.2582,38.3339
-3.6295,36.102,189.5,13.2579,38.3337
-3.6295,36.102,190.5,13.2582,38.3338
-3.6295,36.102,191.5,13.2581,38.3334
-3.6295,36.102,192.5,13.2572,38.3341
-3.6295,36.102,193.5,13.2569,38.3341
-3.6295,36.102,194.5,13.2541,38.3357
-3.6295,36.102,195.5,13.2497,38.3396
-3.6295,36.102,196.5,13.2478,38.3416
-3.6295,36.102,197.4,13.2463,38.3426
-3.6295,36.102,198.4,13.2448,38.3437
-3.6295,36.102,199.4,13.2438,38.3443
-3.6295,36.102,200.4,13.2433,38.3441
-3.6295,36.102,201.4,13.2416,38.3447
-3.6295,36.102,202.4,13.2415,38.3441
-3.6295,36.102,203.4,13.2408,38.3443
-3.6295,36.102,204.4,13.2398,38.3443
-3.6295,36.102,205.4,13.2382,38.3454
-3.6295,36.102,206.4,13.2346,38.3481
-3.6295,36.102,207.4,13.2327,38.3498
-3.6295,36.102,208.4,13.2308,38.3522
-3.6295,36.102,209.3,13.2308,38.3529
-3.6295,36.102,210.3,13.2296,38.3549
-3.6295,36.102,211.3,13.2288,38.3561
-3.6295,36.102,212.3,13.227,38.3582
-3.6295,36.102,213.3,13.2262,38.3592
-3.6295,36.102,214.3,13.2253,38.3607
-3.6295,36.102,215.3,13.2253,38.3615
-3.6295,36.102,216.3,13.2255,38.3633
-3.6295,36.102,217.3,13.2256,38.3671
-3.6295,36.102,218.3,13.2265,38.3678
-3.6295,36.102,219.3,13.2267,38.3676
-3.6295,36.102,220.3,13.2268,38.3689
-3.6295,36.102,221.2,13.2276,38.3709
-3.6295,36.102,222.2,13.2287,38.3737
-3.6295,36.102,223.2,13.229,38.3761
-3.6295,36.102,224.2,13.2296,38.3827
-3.6295,36.102,225.2,13.2291,38.3874
-3.6295,36.102,226.2,13.2288,38.3896
-3.6295,36.102,227.2,13.2292,38.3897
-3.6295,36.102,228.2,13.2292,38.3911
-3.6295,36.102,229.2,13.229,38.3921
-3.6295,36.102,230.2,13.2291,38.3934
-3.6295,36.102,231.2,13.229,38.3955
-3.6295,36.102,232.2,13.229,38.3991
-3.6295,36.102,233.1,13.2288,38.4012
-3.6295,36.102,234.1,13.229,38.4023
-3.6295,36.102,235.1,13.2291,38.4039
-3.6295,36.102,236.1,13.2294,38.4043
-3.6295,36.102,237.1,13.2295,38.4044
-3.6295,36.102,238.1,13.2296,38.4049
-3.6295,36.102,239.1,13.2298,38.4053
-3.6295,36.102,240.1,13.2306,38.4046
-3.6295,36.102,241.1,13.2305,38.4058
-3.6295,36.102,242.1,13.2306,38.406
-3.6295,36.102,243.1,13.2306,38.4078
-3.6295,36.102,244.1,13.2306,38.4087
-3.6295,36.102,245,13.2306,38.4098
-3.6295,36.102,246,13.2306,38.4112
-3.6295,36.102,247,13.2309,38.4121
-3.6295,36.102,248,13.2313,38.4122
-3.6295,36.102,249,13.2314,38.4125
-3.6295,36.102,250,13.2313,38.4132
-3.6295,36.102,251,13.2315,38.4135
-3.6295,36.102,252,13.2313,38.4146
-3.6295,36.102,253,13.2316,38.4156
-3.6295,36.102,254,13.2316,38.4181
-3.6295,36.102,255,13.2317,38.4189
-3.6295,36.102,256,13.232,38.4192
-3.6295,36.102,256.9,13.2323,38.4203
-3.6295,36.102,257.9,13.2324,38.4209
-3.6295,36.102,258.9,13.2324,38.421
-3.6295,36.102,259.9,13.2324,38.4229
-3.6295,36.102,260.9,13.2319,38.4255
-3.6295,36.102,261.9,13.2321,38.4253
-3.6295,36.102,262.9,13.2324,38.4254
-3.6295,36.102,263.9,13.2323,38.4255
-3.6295,36.102,264.9,13.2324,38.4261
-3.6295,36.102,265.9,13.2325,38.426
-3.6295,36.102,266.9,13.2324,38.4264
-3.6295,36.102,267.8,13.2328,38.4266
-3.6295,36.102,268.8,13.2328,38.4269
-3.6295,36.102,269.8,13.2319,38.4294
-3.6295,36.102,270.8,13.2314,38.4305
-3.6295,36.102,271.8,13.2303,38.4333
-3.6295,36.102,272.8,13.2304,38.4372
-3.6295,36.102,273.8,13.2307,38.4373
-3.6295,36.102,274.8,13.2312,38.4392
-3.6295,36.102,275.8,13.2316,38.4396
-3.6295,36.102,276.8,13.2321,38.4396
-3.6295,36.102,277.8,13.2329,38.441
-3.6295,36.102,278.8,13.2332,38.441
-3.6295,36.102,279.7,13.2335,38.4418
-3.6295,36.102,280.7,13.2338,38.4422
-3.6295,36.102,281.7,13.2337,38.4429
-3.6295,36.102,282.7,13.2337,38.4432
-3.6295,36.102,283.7,13.2344,38.4451
-3.6295,36.102,284.7,13.2344,38.4463
-3.6295,36.102,285.7,13.2335,38.4468
-3.6295,36.102,286.7,13.2312,38.4483
-3.6295,36.102,287.7,13.2311,38.449
-3.6295,36.102,288.7,13.231,38.4498
-3.6295,36.102,289.7,13.2311,38.4518
-3.6295,36.102,290.7,13.2319,38.4562
-3.6295,36.102,291.6,13.2335,38.4588
-3.6295,36.102,292.6,13.2334,38.4599
-3.6295,36.102,293.6,13.2334,38.4601
-3.6295,36.102,294.6,13.2334,38.4607
-3.6295,36.102,295.6,13.2336,38.4615
-3.6295,36.102,296.6,13.2337,38.4627
-3.6295,36.102,297.6,13.2337,38.4639
-3.6295,36.102,298.6,13.2345,38.4634
-3.6295,36.102,299.6,13.2342,38.465
-3.6295,36.102,300.6,13.2344,38.4653
-3.6295,36.102,301.6,13.2346,38.467
-3.6295,36.102,302.5,13.2345,38.4688
-3.6295,36.102,303.5,13.234,38.4704
-3.6295,36.102,304.5,13.2335,38.4722
-3.6295,36.102,305.5,13.2341,38.4723
-3.6295,36.102,306.5,13.2333,38.474
-3.6295,36.102,307.5,13.2333,38.4738
-3.6295,36.102,308.5,13.233,38.4746
-3.6295,36.102,309.5,13.2328,38.4752
-3.6295,36.102,310.5,13.2325,38.4768
-3.6295,36.102,311.5,13.2326,38.4782
-3.6295,36.102,312.5,13.2324,38.4791
-3.6295,36.102,313.4,13.2323,38.4801
-3.6295,36.102,314.4,13.2323,38.4811
-3.6295,36.102,315.4,13.2322,38.4829
-3.6295,36.102,316.4,13.2322,38.4847
-3.6295,36.102,317.4,13.2321,38.4855
-3.6295,36.102,318.4,13.2323,38.4861
-3.6295,36.102,319.4,13.232,38.4867
-3.6295,36.102,320.4,13.232,38.4869
-3.6295,36.102,321.4,13.2318,38.488
-3.6295,36.102,322.4,13.2319,38.4888
-3.6295,36.102,323.4,13.232,38.4897
-3.6295,36.102,324.4,13.2324,38.4899
-3.6295,36.102,325.3,13.2324,38.4901
-3.6295,36.102,326.3,13.2325,38.4917
-3.6295,36.102,327.3,13.2325,38.4933
-3.6295,36.102,328.3,13.2326,38.4933
-3.6295,36.102,329.3,13.2325,38.4954
-3.6295,36.102,330.3,13.2325,38.4956
-3.6295,36.102,331.3,13.2326,38.4956
-3.6295,36.102,332.3,13.2326,38.4966
-3.6295,36.102,333.3,13.2326,38.4973
-3.6295,36.102,334.3,13.2326,38.498
-3.6295,36.102,335.3,13.2325,38.499
-3.6295,36.102,336.2,13.2333,38.4992
-3.6295,36.102,337.2,13.234,38.4997
-3.6295,36.102,338.2,13.2346,38.4995
-3.6295,36.102,339.2,13.2344,38.4995
-3.6295,36.102,340.2,13.2343,38.4998
-3.6295,36.102,341.2,13.2344,38.5004
-3.6295,36.102,342.2,13.2347,38.5008
-3.6295,36.102,343.2,13.2346,38.5009
-3.6295,36.102,344.2,13.2343,38.5006
