PI,SIGMA,NAME
3.69562914679572,24.8195199538934,aaa
3.69827139123598,24.8808388441753,aaa
3.68788364393668,24.8897234744604,aaa
3.665329753097,24.888061093068,aaa
3.64119844538622,24.9087524442923,aaa
4.03348761445541,24.6125289795639,aaa
3.93201267256965,24.7002064101666,aaa
3.85880767584812,24.7632886822728,aaa
3.80664379227469,24.8081368121884,aaa
3.7163985581387,24.8435928728813,aaa
4.01612417782755,24.5624838438021,aaa
3.96375887472835,24.6080144820282,aaa
3.881657164652,24.6578642681397,aaa
3.66981377637817,24.8208545898697,aaa
4.02309809913431,24.5563999287958,aaa
3.99509003194456,24.5807170134944,aaa
3.80284791554229,24.7690873139934,aaa
3.63612685993388,24.8086653228679,aaa
3.62063821533831,24.8010859371243,aaa
3.60516128094253,24.7935065955164,aaa
3.60507570516887,24.7935065955164,aaa
3.6050250717785,24.7935065955164,aaa
3.65126470352648,24.8162447527545,aaa
3.64777629457088,24.8192134705994,aaa
3.64089613937006,24.8251485526896,aaa
3.59479980094757,24.8442365153805,aaa
3.9753173017532,24.6413182381825,aaa
3.97518149690909,24.6413182381825,aaa
3.97154389190999,24.6443430224458,aaa
3.86843541124577,24.7121364356519,aaa
3.65603566951122,24.832728431066,aaa
4.00548278182431,24.6367810492263,aaa
4.00534643122523,24.6367810492263,aaa
4.00518898160264,24.6367810492263,aaa
3.99804972622062,24.6428363127882,aaa
3.97122063056148,24.6443430224458,aaa
3.88896265188061,24.6940934799552,aaa
4.10604137098291,24.5714427578428,aaa
4.10239046969477,24.5744894918407,aaa
4.06124896897032,24.5882273283594,aaa
3.95394485355547,24.6594552983115,aaa
3.65444909575498,24.8551336735695,aaa
4.01022572151068,24.6110277285848,aaa
3.79408063883588,24.7555299012611,aaa
4.35130977211121,24.3362901734888,aaa
4.21028160127819,24.4368953544388,aaa
4.07409498351916,24.5334997743521,aaa
3.86978516161424,24.6895296631335,aaa
3.69702132581586,24.7970692720987,aaa
3.9757991326918,24.5761849045948,aaa
4.01511507950638,24.5852481299119,aaa
4.01503135128755,24.5852481299119,aaa
3.99872272804878,24.5776800874626,aaa
4.04743216454666,24.6003843480642,aaa
4.02406604751854,24.5988898191206,aaa
4.01352409407001,24.6079944134021,aaa
3.9658501168855,24.6276964145325,aaa
3.96578191603944,24.6276964145325,aaa
3.92306536431863,24.6216321887698,aaa
4.18009975906477,24.5072829806347,aaa
4.09764834559182,24.5349626477132,aaa
3.8002327466896,24.7074283242241,aaa
4.30064170312118,24.4026852419724,aaa
4.30048429131358,24.4026852419724,aaa
4.28611412427129,24.4150369485733,aaa
4.20896910272736,24.4598324836634,aaa
4.12988074951651,24.4845915054893,aaa
4.41497210854084,24.3926891928263,aaa
4.40764376967918,24.3988875246082,aaa
4.37609086109805,24.4037162446573,aaa
4.1560503119484,24.5058439627455,aaa
4.47778385326758,24.2936034533564,aaa
4.47410914562108,24.2967233692939,aaa
4.45595379663797,24.3123115107348,aaa
4.33948343242325,24.3686548115129,aaa
3.97737322874604,24.5958900239816,aaa
4.6166121891888,24.3540407280057,aaa
4.58360855309914,24.382101668182,aaa
4.50419155270662,24.4273788551468,aaa
4.39375116153855,24.4772165703,aaa
3.71754881335606,24.7791973817245,aaa
3.56724347989382,24.8678877917196,aaa
3.84488828590755,24.7331511008308,aaa
3.82897352197874,24.7255765833349,aaa
3.82890732628583,24.7255765833349,aaa
3.81641494129608,24.7150026200445,aaa
3.79710659769331,24.7104276811731,aaa
3.84455364361338,24.7331511008308,aaa
3.81680310900553,24.7571210663716,aaa
3.79747735061718,24.7525380823226,aaa
3.79396276923198,24.7555299012611,aaa
3.75404381393621,24.7688740154265,aaa
4.36058302380502,24.5935528548271,aaa
4.03419017613059,24.762250586472,aaa
3.70786879732069,24.9137645191913,aaa
3.71572312429448,24.9078463902104,aaa
3.71562900466366,24.9078463902104,aaa
3.70858209279037,24.9137645191913,aaa
3.70843814412597,24.9137645191913,aaa
3.70829274227625,24.9137645191913,aaa
3.68567133363882,24.9120974698951,aaa
3.68552636837525,24.9120974698951,aaa
3.68538283915778,24.9120974698951,aaa
3.68179695217189,24.9150536483155,aaa
3.68165275819245,24.9150536483155,aaa
3.68150855778479,24.9150536483155,aaa
3.68136435094989,24.9150536483155,aaa
3.67777291446016,24.9180090405334,aaa
3.69324242458479,24.947940216515,aaa
3.67411219209779,24.9433079967657,aaa
3.86437621830195,24.9283018341309,aaa
3.86072633102901,24.9312708701088,aaa
3.74334209925868,24.96773742766,aaa
3.8749960235795,24.9193900224973,aaa
3.86980321219717,24.9447873563238,aaa
3.82217919652009,24.9638784872625,aaa
3.76251273432689,24.9723674365778,aaa
3.7154105403387,24.9913324968677,aaa
3.59628591416928,25.0302688109105,aaa
4.03776824286384,24.8240487671428,aaa
4.03407591814652,24.8270493412924,aaa
3.89376078666424,24.882054492045,aaa
3.59820907761068,25.0080264708938,aaa
4.12231204457924,24.8167216058739,aaa
4.08998671119327,24.8437724288315,aaa
4.04849533310627,24.8571923479708,aaa
3.88471772925978,24.9104711577199,aaa
3.68552631282618,24.9955264796333,aaa
4.06871631799087,24.86177125432,aaa
4.06142902230483,24.867764625415,aaa
3.9985723892803,24.8990675889722,aaa
3.79862933637973,24.9622147302794,aaa
4.02420126656131,24.8781490974986,aaa
3.94756888032092,24.9213055550833,aaa
3.8819621258993,24.9553351203838,aaa
3.84829031031163,24.9625764960545,aaa
3.80774527409574,24.9757122484641,aaa
3.74816677089669,24.9841749571729,aaa
3.81182763523931,24.9727549866761,aaa
3.76794689785801,24.988807641563,aaa
3.67919517296254,25.0014107991535,aaa
3.59985797279307,25.0273391546391,aaa
3.79766463842549,24.9427936023715,aaa
3.77477360923804,24.9411328051276,aaa
3.76767037217716,24.9470504451488,aaa
3.73098881618225,24.9572016140471,aaa
3.68986146230929,24.9925831378134,aaa
3.69317679199152,24.9896390081078,aaa
3.69303317002123,24.9896390081078,aaa
3.68596114924849,24.9955264796333,aaa
3.61912730633971,25.0319953230462,aaa
3.61899088585531,25.0319953230462,aaa
3.59999832346967,25.0273391546391,aaa
3.59642762721547,25.0302688109105,aaa
3.61733360417867,25.0542276812268,aaa
3.61719008349434,25.0542276812268,aaa
3.59817451069503,25.0495669703739,aaa
3.66532854879411,24.6558280851568,aaa
3.68619069010945,24.6799631216238,aaa
3.6671844411225,24.6753820776416,aaa
3.64147914645502,24.6767833409822,aaa
3.6312857047181,24.685752446951,aaa
3.69519799135426,24.7355818072713,aaa
3.69898578790945,24.7746003952673,aaa
3.68866363340902,24.7835371126459,aaa
3.62537543042477,24.8175687184544,aaa
3.58796138506429,24.8501540515956,aaa
3.9079984508846,24.7212720069199,aaa
3.9331160885254,24.7424312248556,aaa
3.94570522560557,24.7530101304708,aaa
3.97445932610089,24.7711627297529,aaa
3.9639010986754,24.7801718080943,aaa
3.97300947807225,24.7937488356977,aaa
3.96948272968296,24.7967488773222,aaa
3.95890627763826,24.805744323786,aaa
3.97152938123223,24.8163168285078,aaa
3.96799842067859,24.8193131040414,aaa
3.96446060453883,24.8223085993891,aaa
3.96445311568208,24.8223085993891,aaa
3.96092342867374,24.825303314437,aaa
3.94479078252595,24.8177273318779,aaa
3.94478331311083,24.8177273318779,aaa
3.94125342292457,24.8207211330491,aaa
3.93772491860926,24.8237141536526,aaa
3.93771745620507,24.8237141536526,aaa
3.93067728195596,24.8296978527001,aaa
3.92363963475181,24.83567842811,aaa
3.92012175869012,24.8386675441659,aaa
3.89706324536284,24.8370662914979,aaa
3.89003844269771,24.8430387861126,aaa
3.86204141494459,24.8668974855054,aaa
3.85155099320064,24.8758315869957,aaa
3.82360893610067,24.8996213970038,aaa
3.78340445364285,24.9128154670809,aaa
3.76949500353559,24.9246690538687,aaa
3.7625403706554,24.9305911363554,aaa
3.74863786821748,24.9424258749077,aaa
3.72433741430156,24.9631064050359,aaa
3.71046308754376,24.9749065453568,aaa
3.70352966631097,24.9808018928386,aaa
3.69313781983727,24.9896390081078,aaa
3.67237092834427,25.00729196574,aaa
3.6567582425807,25.0413046021674,aaa
3.63599604859308,25.0588873717934,aaa
3.76583916159848,24.6952789560698,aaa
3.76578738471067,24.6952789560698,aaa
3.76572102166179,24.6952789560698,aaa
3.76564080090869,24.6952789560698,aaa
3.76558902108081,24.6952789560698,aaa
3.78123527882472,24.7028532964928,aaa
3.78118338627215,24.7028532964928,aaa
3.78111029686602,24.7028532964928,aaa
3.76529510132297,24.6952789560698,aaa
3.76519955384545,24.6952789560698,aaa
3.76171587031838,24.6982772666834,aaa
3.72819838815458,24.7282174435086,aaa
3.71250938819325,24.7206416801664,aaa
3.64688767560328,24.6933281229417,aaa
3.71240731524433,24.7206416801664,aaa
3.72452418470243,24.7312071657545,aaa
3.72442193656134,24.7312071657545,aaa
3.72434869310809,24.7312071657545,aaa
3.72427544808819,24.7312071657545,aaa
3.72078557645757,24.7341961065565,aaa
3.47470138517444,24.7193579499278,aaa
3.5134695800436,24.7480314723205,aaa
3.51011726104875,24.750998977391,aaa
3.521960453151,24.7615450441049,aaa
3.515251835403,24.7674763991718,aaa
3.51702702600221,24.7869098865924,aaa
3.51878735772244,24.8063319291825,aaa
3.50534044644121,24.8181611511905,aaa
3.51380027880388,24.8316526850456,aaa
3.65427079421991,24.729382966701,aaa
3.6541982685263,24.729382966701,aaa
3.65413292225331,24.729382966701,aaa
3.65406829282091,24.729382966701,aaa
3.65400294401958,24.729382966701,aaa
3.65393041254308,24.729382966701,aaa
3.65045888505877,24.7323660323202,aaa
3.65379324477812,24.729382966701,aaa
3.6537135269081,24.729382966701,aaa
3.65360507884252,24.729382966701,aaa
3.65014805646616,24.7323660323202,aaa
3.90236375060497,24.4669879711262,aaa
3.90236375060497,24.4669879711262,aaa
3.91149009642599,24.4806464327066,aaa
3.92407227794823,24.4912578451606,aaa
3.92061748435373,24.4943023680237,aaa
3.93666730900789,24.5018687900383,aaa
3.9332133762805,24.5049126701522,aaa
3.93319845082195,24.5049126701522,aaa
3.9297220174005,24.5079557766519,aaa
3.92970709873992,24.5079557766519,aaa
3.92280981566051,24.514039668361,aaa
3.91246476421137,24.523159701017,aaa
3.90901516149405,24.5261981634783,aaa
3.9055661746544,24.5292358515408,aaa
3.90555130457287,24.5292358515408,aaa
3.90553569092448,24.5292358515408,aaa
3.90552825583121,24.5292358515408,aaa
3.90552082072336,24.5292358515408,aaa
3.89863216497998,24.5353089040198,aaa
3.88828522895188,24.5444126719394,aaa
3.8848399576434,24.5474457112502,aaa
3.88139530192143,24.550477975376,aaa
3.87795126174508,24.5535094642039,aaa
3.8745070966795,24.5565401776219,aaa
3.87106428781795,24.5595701155173,aaa
3.86762209437952,24.562599277778,aaa
3.86418051632342,24.5656276642908,aaa
3.86073955360892,24.5686552749435,aaa
3.85729920619529,24.5716821096232,aaa
3.8538594740418,24.574708168218,aaa
3.85042035710781,24.5777334506145,aaa
3.84698185535262,24.5807579567002,aaa
3.79689101955617,24.6033891398181,aaa
3.75932706587552,24.6365204441204,aaa
3.70961873130725,24.6589841403945,aaa
3.67227314349649,24.6919339355625,aaa
3.62294457958568,24.7142296089646,aaa
3.5858164687151,24.7469973235777,aaa
3.53686710455973,24.7691244347059,aaa
3.50330752750971,24.7987511441875,aaa
3.51950774748591,24.6582116050131,aaa
3.50427103985294,24.6506354352668,aaa
3.53999682727304,24.7242631902384,aaa
3.88846350301344,24.4791696571378,aaa
3.96871054893316,24.517001767246,aaa
3.9940533833891,24.5382229551392,aaa
3.80656418836686,24.6592384151288,aaa
3.83577232496958,24.6124969804507,aaa
3.80405955477395,24.5973551531915,aaa
3.8197987352888,24.6049260446694,aaa
3.81971790580448,24.6049260446694,aaa
3.81966573309069,24.6049260446694,aaa
3.83199044989851,24.6155146268222,aaa
3.83193082752696,24.6155146268222,aaa
3.83527451897855,24.6124969804507,aaa
3.81806538473187,24.6275774371925,aaa
3.78506012047582,24.6350661884778,aaa
3.74877393663202,24.6455399051308,aaa
